topic,successors,antecedents
71_10,"['72_10', '72_27', '72_8']","['70_0', '70_1', '70_3']"
71_11,"['72_30', '72_26', '72_8']","['70_0', '70_2', '70_1']"
71_12,"['72_0', '72_26', '72_15']","['70_0', '70_3', '70_1']"
71_13,"['72_18', '72_9', '72_22']","['70_2', '70_0', '70_1']"
71_14,"['72_13', '72_11', '72_7']","['70_0', '70_1', '70_3']"
71_15,"['72_16', '72_2', '72_20']","['70_0', '70_3', '70_1']"
71_16,"['72_11', '72_13', '72_7']","['70_0', '70_1', '70_3']"
71_17,"['72_14', '72_6', '72_13']","['70_0', '70_3', '70_1']"
71_18,"['72_24', '72_14', '72_29']","['70_0', '70_3', '70_1']"
71_19,"['72_8', '72_26', '72_2']","['70_0', '70_2', '70_3']"
71_20,"['72_10', '72_0', '72_4']","['70_0', '70_1', '70_4']"
71_21,"['72_19', '72_31', '72_13']","['70_0', '70_1', '70_4']"
71_22,"['72_28', '72_15', '72_0']","['70_3', '70_0', '70_1']"
71_23,"['72_20', '72_2', '72_1']","['70_0', '70_2', '70_3']"
71_24,"['72_1', '72_2', '72_8']","['70_0', '70_2', '70_3']"
71_25,"['72_2', '72_14', '72_16']","['70_0', '70_3', '70_1']"
71_26,"['72_25', '72_3', '72_10']","['70_0', '70_3', '70_1']"
71_27,"['72_24', '72_5', '72_17']","['70_0', '70_4', '70_1']"
72_0,"['73_0', '73_16', '73_31']","['71_4', '71_0', '71_12']"
72_1,"['73_17', '73_23', '73_5']","['71_2', '71_24', '71_1']"
72_2,"['73_5', '73_6', '73_1']","['71_1', '71_2', '71_25']"
72_3,"['73_1', '73_5', '73_11']","['71_7', '71_3', '71_1']"
72_4,"['73_15', '73_7', '73_14']","['71_8', '71_5', '71_13']"
72_5,"['73_3', '73_10', '73_35']","['71_9', '71_6', '71_27']"
72_6,"['73_2', '73_20', '73_19']","['71_17', '71_24', '71_14']"
72_7,"['73_4', '73_20', '73_10']","['71_14', '71_3', '71_16']"
72_8,"['73_5', '73_0', '73_16']","['71_19', '71_0', '71_1']"
72_9,"['73_0', '73_11', '73_26']","['71_5', '71_0', '71_19']"
72_10,"['73_22', '73_11', '73_0']","['71_10', '71_26', '71_20']"
72_11,"['73_12', '73_20', '73_4']","['71_16', '71_14', '71_21']"
72_12,"['73_35', '73_27', '73_14']","['71_6', '71_14', '71_9']"
72_13,"['73_20', '73_12', '73_4']","['71_14', '71_16', '71_17']"
72_14,"['73_19', '73_36', '73_6']","['71_17', '71_25', '71_18']"
72_15,"['73_13', '73_1', '73_28']","['71_3', '71_7', '71_1']"
72_16,"['73_6', '73_5', '73_1']","['71_15', '71_1', '71_25']"
72_17,"['73_10', '73_28', '73_35']","['71_6', '71_9', '71_14']"
72_18,"['73_34', '73_23', '73_15']","['71_13', '71_5', '71_23']"
72_19,"['73_20', '73_35', '73_12']","['71_21', '71_6', '71_14']"
72_20,"['73_6', '73_36', '73_5']","['71_23', '71_17', '71_15']"
72_21,"['73_33', '73_32', '73_21']","['71_11', '71_14', '71_16']"
72_22,"['73_8', '73_16', '73_17']","['71_5', '71_2', '71_13']"
72_23,"['73_24', '73_26', '73_29']","['71_25', '71_18', '71_17']"
72_24,"['73_18', '73_36', '73_26']","['71_18', '71_27', '71_17']"
72_25,"['73_31', '73_0', '73_1']","['71_26', '71_1', '71_7']"
72_26,"['73_0', '73_16', '73_5']","['71_1', '71_19', '71_12']"
72_27,"['73_11', '73_22', '73_28']","['71_3', '71_6', '71_1']"
72_28,"['73_0', '73_13', '73_18']","['71_22', '71_4', '71_0']"
72_29,"['73_29', '73_22', '73_11']","['71_18', '71_26', '71_17']"
72_30,"['73_32', '73_33', '73_20']","['71_11', '71_14', '71_27']"
72_31,"['73_35', '73_14', '73_11']","['71_6', '71_21', '71_10']"
73_0,"['74_0', '74_12', '74_23']","['72_0', '72_26', '72_9']"
73_1,"['74_1', '74_3', '74_24']","['72_3', '72_2', '72_15']"
73_2,"['74_9', '74_7', '74_3']","['72_6', '72_14', '72_13']"
73_3,"['74_5', '74_20', '74_10']","['72_5', '72_13', '72_12']"
73_4,"['74_8', '74_6', '74_15']","['72_7', '72_13', '72_17']"
73_5,"['74_3', '74_1', '74_13']","['72_2', '72_1', '72_3']"
73_6,"['74_3', '74_7', '74_13']","['72_20', '72_16', '72_2']"
73_7,"['74_14', '74_0', '74_6']","['72_4', '72_0', '72_26']"
73_8,"['74_31', '74_12', '74_10']","['72_22', '72_9', '72_26']"
73_9,"['74_16', '74_3', '74_1']","['72_2', '72_16', '72_8']"
73_10,"['74_15', '74_24', '74_11']","['72_17', '72_5', '72_12']"
73_11,"['74_22', '74_23', '74_24']","['72_27', '72_10', '72_15']"
73_12,"['74_6', '74_8', '74_7']","['72_11', '72_13', '72_7']"
73_13,"['74_32', '74_24', '74_33']","['72_15', '72_27', '72_3']"
73_14,"['74_20', '74_10', '74_28']","['72_12', '72_31', '72_4']"
73_15,"['74_4', '74_10', '74_0']","['72_4', '72_18', '72_9']"
73_16,"['74_12', '74_3', '74_0']","['72_2', '72_1', '72_8']"
73_17,"['74_13', '74_21', '74_3']","['72_1', '72_2', '72_8']"
73_18,"['74_17', '74_27', '74_7']","['72_24', '72_14', '72_29']"
73_19,"['74_7', '74_3', '74_9']","['72_14', '72_20', '72_6']"
73_20,"['74_6', '74_7', '74_8']","['72_13', '72_11', '72_7']"
73_21,"['74_25', '74_0', '74_11']","['72_0', '72_10', '72_15']"
73_22,"['74_23', '74_11', '74_22']","['72_10', '72_27', '72_29']"
73_23,"['74_21', '74_13', '74_12']","['72_1', '72_18', '72_2']"
73_24,"['74_26', '74_27', '74_30']","['72_23', '72_29', '72_0']"
73_25,"['74_18', '74_2', '74_24']","['72_15', '72_3', '72_2']"
73_26,"['74_27', '74_17', '74_0']","['72_9', '72_24', '72_23']"
73_27,"['74_28', '74_11', '74_2']","['72_12', '72_31', '72_17']"
73_28,"['74_24', '74_15', '74_22']","['72_17', '72_15', '72_27']"
73_29,"['74_30', '74_23', '74_7']","['72_29', '72_24', '72_23']"
73_30,"['74_29', '74_0', '74_23']","['72_26', '72_15', '72_8']"
73_31,"['74_0', '74_1', '74_3']","['72_25', '72_3', '72_0']"
73_32,"['74_19', '74_6', '74_7']","['72_30', '72_21', '72_13']"
73_33,"['74_19', '74_25', '74_6']","['72_21', '72_30', '72_13']"
73_34,"['74_10', '74_4', '74_21']","['72_18', '72_9', '72_4']"
73_35,"['74_28', '74_11', '74_6']","['72_12', '72_31', '72_13']"
73_36,"['74_7', '74_3', '74_17']","['72_14', '72_24', '72_20']"
74_0,"['75_0', '75_3', '75_2']","['73_0', '73_16', '73_11']"
74_1,"['75_0', '75_3', '75_2']","['73_1', '73_5', '73_31']"
74_2,"['75_1', '75_0', '75_2']","['73_25', '73_10', '73_4']"
74_3,"['75_0', '75_3', '75_2']","['73_6', '73_5', '73_16']"
74_4,"['75_2', '75_0', '75_3']","['73_15', '73_34', '73_0']"
74_5,"['75_0', '75_1', '75_2']","['73_3', '73_14', '73_35']"
74_6,"['75_0', '75_1', '75_3']","['73_12', '73_20', '73_35']"
74_7,"['75_0', '75_3', '75_1']","['73_19', '73_36', '73_6']"
74_8,"['75_1', '75_0', '75_3']","['73_4', '73_20', '73_10']"
74_9,"['75_0', '75_1', '75_3']","['73_2', '73_20', '73_19']"
74_10,"['75_0', '75_2', '75_3']","['73_34', '73_15', '73_0']"
74_11,"['75_0', '75_1', '75_2']","['73_22', '73_35', '73_20']"
74_12,"['75_0', '75_3', '75_2']","['73_16', '73_0', '73_5']"
74_13,"['75_0', '75_3', '75_2']","['73_17', '73_23', '73_5']"
74_14,"['75_0', '75_2', '75_3']","['73_7', '73_0', '73_13']"
74_15,"['75_1', '75_0', '75_3']","['73_10', '73_28', '73_35']"
74_16,"['75_0', '75_2', '75_3']","['73_9', '73_5', '73_6']"
74_17,"['75_0', '75_3', '75_2']","['73_18', '73_36', '73_26']"
74_18,"['75_0', '75_1', '75_3']","['73_25', '73_13', '73_5']"
74_19,"['75_0', '75_2', '75_1']","['73_32', '73_33', '73_20']"
74_20,"['75_0', '75_2', '75_1']","['73_14', '73_35', '73_27']"
74_21,"['75_0', '75_2', '75_3']","['73_23', '73_17', '73_16']"
74_22,"['75_0', '75_3', '75_2']","['73_11', '73_22', '73_28']"
74_23,"['75_0', '75_3', '75_2']","['73_22', '73_11', '73_0']"
74_24,"['75_0', '75_3', '75_1']","['73_28', '73_10', '73_11']"
74_25,"['75_0', '75_3', '75_1']","['73_21', '73_0', '73_7']"
74_26,"['75_0', '75_2', '75_3']","['73_24', '73_26', '73_29']"
74_27,"['75_0', '75_3', '75_2']","['73_26', '73_18', '73_0']"
74_28,"['75_1', '75_0', '75_2']","['73_27', '73_35', '73_10']"
74_29,"['75_3', '75_0', '75_2']","['73_30', '73_0', '73_11']"
74_30,"['75_0', '75_3', '75_1']","['73_29', '73_22', '73_20']"
74_31,"['75_0', '75_3', '75_2']","['73_8', '73_0', '73_7']"
74_32,"['75_0', '75_1', '75_3']","['73_13', '73_28', '73_10']"
74_33,"['75_0', '75_3', '75_2']","['73_5', '73_13', '73_0']"
75_0,"['76_0', '76_18', '76_2']","['74_3', '74_0', '74_23']"
75_1,"['76_13', '76_7', '76_3']","['74_2', '74_18', '74_15']"
75_2,"['76_5', '76_10', '76_2']","['74_4', '74_10', '74_0']"
75_3,"['76_22', '76_14', '76_24']","['74_29', '74_0', '74_23']"
76_0,"['77_0', '77_1', '77_17']","['75_0', '75_3', '75_2']"
76_1,"['77_2', '77_7', '77_20']","['75_0', '75_1', '75_2']"
76_2,"['77_9', '77_26', '77_19']","['75_0', '75_3', '75_2']"
76_3,"['77_3', '77_5', '77_13']","['75_0', '75_1', '75_3']"
76_4,"['77_5', '77_13', '77_3']","['75_0', '75_3', '75_1']"
76_5,"['77_15', '77_28', '77_9']","['75_2', '75_0', '75_3']"
76_6,"['77_21', '77_19', '77_15']","['75_0', '75_3', '75_2']"
76_7,"['77_7', '77_2', '77_27']","['75_0', '75_1', '75_2']"
76_8,"['77_11', '77_2', '77_5']","['75_0', '75_2', '75_3']"
76_9,"['77_4', '77_8', '77_14']","['75_0', '75_2', '75_1']"
76_10,"['77_15', '77_23', '77_21']","['75_0', '75_2', '75_3']"
76_11,"['77_17', '77_1', '77_0']","['75_0', '75_3', '75_2']"
76_12,"['77_13', '77_10', '77_3']","['75_0', '75_2', '75_1']"
76_13,"['77_18', '77_14', '77_20']","['75_0', '75_1', '75_3']"
76_14,"['77_14', '77_19', '77_20']","['75_0', '75_3', '75_2']"
76_15,"['77_16', '77_1', '77_17']","['75_0', '75_3', '75_2']"
76_16,"['77_25', '77_16', '77_15']","['75_0', '75_3', '75_2']"
76_17,"['77_22', '77_27', '77_5']","['75_0', '75_3', '75_2']"
76_18,"['77_20', '77_14', '77_27']","['75_0', '75_3', '75_2']"
76_19,"['77_10', '77_3', '77_12']","['75_0', '75_2', '75_1']"
76_20,"['77_13', '77_11', '77_5']","['75_0', '75_3', '75_2']"
76_21,"['77_14', '77_18', '77_20']","['75_0', '75_3', '75_1']"
76_22,"['77_19', '77_24', '77_6']","['75_0', '75_3', '75_2']"
76_23,"['77_16', '77_1', '77_17']","['75_0', '75_2', '75_3']"
76_24,"['77_24', '77_19', '77_6']","['75_0', '75_3', '75_2']"
76_25,"['77_28', '77_12', '77_7']","['75_0', '75_2', '75_3']"
76_26,"['77_23', '77_15', '77_21']","['75_0', '75_2', '75_3']"
76_27,"['77_27', '77_22', '77_7']","['75_0', '75_3', '75_2']"
77_0,"['78_0', '78_2', '78_3']","['76_0', '76_11', '76_14']"
77_1,"['78_0', '78_3', '78_2']","['76_0', '76_11', '76_15']"
77_2,"['78_0', '78_3', '78_1']","['76_1', '76_7', '76_8']"
77_3,"['78_0', '78_3', '78_2']","['76_3', '76_4', '76_1']"
77_4,"['78_2', '78_0', '78_3']","['76_9', '76_22', '76_14']"
77_5,"['78_0', '78_3', '78_2']","['76_4', '76_3', '76_11']"
77_6,"['78_0', '78_3', '78_1']","['76_2', '76_24', '76_22']"
77_7,"['78_0', '78_3', '78_2']","['76_7', '76_1', '76_27']"
77_8,"['78_3', '78_0', '78_2']","['76_18', '76_9', '76_3']"
77_9,"['78_0', '78_1', '78_2']","['76_2', '76_6', '76_0']"
77_10,"['78_0', '78_3', '78_1']","['76_12', '76_19', '76_3']"
77_11,"['78_0', '78_2', '78_3']","['76_8', '76_4', '76_20']"
77_12,"['78_0', '78_1', '78_3']","['76_2', '76_24', '76_1']"
77_13,"['78_0', '78_3', '78_2']","['76_20', '76_12', '76_4']"
77_14,"['78_0', '78_2', '78_3']","['76_14', '76_0', '76_18']"
77_15,"['78_0', '78_2', '78_1']","['76_10', '76_6', '76_16']"
77_16,"['78_0', '78_2', '78_3']","['76_15', '76_16', '76_23']"
77_17,"['78_0', '78_3', '78_2']","['76_11', '76_0', '76_15']"
77_18,"['78_0', '78_3', '78_2']","['76_13', '76_3', '76_21']"
77_19,"['78_0', '78_3', '78_1']","['76_2', '76_6', '76_22']"
77_20,"['78_0', '78_3', '78_2']","['76_18', '76_14', '76_0']"
77_21,"['78_0', '78_2', '78_1']","['76_6', '76_10', '76_16']"
77_22,"['78_0', '78_3', '78_1']","['76_17', '76_27', '76_4']"
77_23,"['78_0', '78_1', '78_2']","['76_26', '76_10', '76_6']"
77_24,"['78_0', '78_1', '78_3']","['76_24', '76_22', '76_2']"
77_25,"['78_0', '78_1', '78_2']","['76_16', '76_10', '76_2']"
77_26,"['78_0', '78_1', '78_3']","['76_2', '76_6', '76_0']"
77_27,"['78_0', '78_1', '78_3']","['76_27', '76_18', '76_17']"
77_28,"['78_1', '78_0', '78_3']","['76_25', '76_7', '76_2']"
78_0,"['79_2', '79_0', '79_23']","['77_1', '77_0', '77_19']"
78_1,"['79_3', '79_9', '79_22']","['77_28', '77_12', '77_24']"
78_2,"['79_12', '79_18', '79_20']","['77_4', '77_14', '77_8']"
78_3,"['79_5', '79_18', '79_20']","['77_8', '77_20', '77_2']"
79_0,"['80_0', '80_6', '80_7']","['78_0', '78_3', '78_2']"
79_1,"['80_1', '80_5', '80_10']","['78_0', '78_3', '78_2']"
79_2,"['80_0', '80_6', '80_7']","['78_0', '78_3', '78_2']"
79_3,"['80_8', '80_3', '80_14']","['78_1', '78_0', '78_3']"
79_4,"['80_5', '80_1', '80_15']","['78_1', '78_3', '78_2']"
79_5,"['80_12', '80_10', '80_9']","['78_3', '78_0', '78_2']"
79_6,"['80_17', '80_13', '80_7']","['78_0', '78_2', '78_1']"
79_7,"['80_2', '80_9', '80_4']","['78_0', '78_3', '78_2']"
79_8,"['80_3', '80_2', '80_6']","['78_0', '78_1', '78_3']"
79_9,"['80_3', '80_6', '80_15']","['78_0', '78_1', '78_3']"
79_10,"['80_4', '80_10', '80_17']","['78_0', '78_3', '78_2']"
79_11,"['80_4', '80_2', '80_10']","['78_0', '78_3', '78_2']"
79_12,"['80_16', '80_10', '80_0']","['78_0', '78_2', '78_3']"
79_13,"['80_18', '80_6', '80_7']","['78_0', '78_3', '78_1']"
79_14,"['80_11', '80_13', '80_8']","['78_0', '78_1', '78_2']"
79_15,"['80_2', '80_1', '80_9']","['78_0', '78_3', '78_2']"
79_16,"['80_9', '80_4', '80_2']","['78_0', '78_3', '78_2']"
79_17,"['80_7', '80_0', '80_18']","['78_0', '78_2', '78_3']"
79_18,"['80_12', '80_10', '80_1']","['78_3', '78_0', '78_2']"
79_19,"['80_0', '80_17', '80_6']","['78_0', '78_3', '78_2']"
79_20,"['80_10', '80_1', '80_4']","['78_0', '78_3', '78_2']"
79_21,"['80_0', '80_17', '80_7']","['78_0', '78_2', '78_3']"
79_22,"['80_14', '80_3', '80_12']","['78_0', '78_1', '78_3']"
79_23,"['80_3', '80_15', '80_0']","['78_0', '78_3', '78_2']"
80_0,"['81_0', '81_3', '81_1']","['79_0', '79_2', '79_19']"
80_1,"['81_0', '81_2', '81_1']","['79_1', '79_4', '79_20']"
80_2,"['81_0', '81_2', '81_1']","['79_7', '79_15', '79_11']"
80_3,"['81_0', '81_1', '81_3']","['79_9', '79_23', '79_8']"
80_4,"['81_0', '81_2', '81_1']","['79_11', '79_10', '79_16']"
80_5,"['81_2', '81_0', '81_1']","['79_4', '79_1', '79_18']"
80_6,"['81_0', '81_3', '81_1']","['79_2', '79_13', '79_6']"
80_7,"['81_0', '81_3', '81_1']","['79_17', '79_2', '79_6']"
80_8,"['81_1', '81_0', '81_3']","['79_3', '79_9', '79_6']"
80_9,"['81_0', '81_2', '81_1']","['79_16', '79_7', '79_11']"
80_10,"['81_0', '81_2', '81_1']","['79_20', '79_12', '79_11']"
80_11,"['81_3', '81_1', '81_0']","['79_14', '79_6', '79_9']"
80_12,"['81_0', '81_2', '81_1']","['79_18', '79_5', '79_20']"
80_13,"['81_0', '81_3', '81_1']","['79_6', '79_9', '79_8']"
80_14,"['81_0', '81_1', '81_2']","['79_22', '79_9', '79_18']"
80_15,"['81_0', '81_2', '81_1']","['79_23', '79_9', '79_1']"
80_16,"['81_0', '81_1', '81_3']","['79_12', '79_0', '79_9']"
80_17,"['81_0', '81_3', '81_1']","['79_6', '79_11', '79_2']"
80_18,"['81_0', '81_3', '81_1']","['79_13', '79_6', '79_17']"
81_0,"['82_0', '82_1']","['80_4', '80_0', '80_10']"
81_1,"['82_1', '82_0']","['80_8', '80_3', '80_14']"
81_2,"['82_0', '82_1']","['80_1', '80_5', '80_2']"
81_3,"['82_0', '82_1']","['80_11', '80_8', '80_13']"
82_0,"['83_4', '83_0', '83_5']","['81_0', '81_1', '81_2']"
82_1,"['83_1', '83_2', '83_9']","['81_1', '81_0', '81_3']"
83_0,"['84_1', '84_3', '84_9']","['82_0', '82_1']"
83_1,"['84_4', '84_0', '84_10']","['82_1', '82_0']"
83_2,"['84_0', '84_18', '84_29']","['82_0', '82_1']"
83_3,"['84_2', '84_11', '84_22']","['82_0', '82_1']"
83_4,"['84_6', '84_11', '84_17']","['82_0', '82_1']"
83_5,"['84_3', '84_23', '84_1']","['82_0', '82_1']"
83_6,"['84_5', '84_6', '84_11']","['82_0', '82_1']"
83_7,"['84_22', '84_10', '84_8']","['82_0', '82_1']"
83_8,"['84_8', '84_6', '84_24']","['82_0', '82_1']"
83_9,"['84_10', '84_25', '84_0']","['82_0', '82_1']"
83_10,"['84_15', '84_3', '84_1']","['82_0', '82_1']"
83_11,"['84_9', '84_3', '84_12']","['82_0', '82_1']"
83_12,"['84_25', '84_17', '84_6']","['82_0', '82_1']"
83_13,"['84_5', '84_7', '84_8']","['82_0', '82_1']"
83_14,"['84_12', '84_5', '84_3']","['82_0', '82_1']"
83_15,"['84_14', '84_0', '84_11']","['82_0', '82_1']"
83_16,"['84_21', '84_22', '84_8']","['82_0', '82_1']"
83_17,"['84_20', '84_7', '84_24']","['82_0', '82_1']"
83_18,"['84_29', '84_0', '84_16']","['82_0', '82_1']"
83_19,"['84_18', '84_0', '84_4']","['82_0', '82_1']"
83_20,"['84_4', '84_0', '84_11']","['82_0', '82_1']"
83_21,"['84_26', '84_6', '84_24']","['82_0', '82_1']"
83_22,"['84_7', '84_5', '84_6']","['82_0', '82_1']"
83_23,"['84_11', '84_6', '84_5']","['82_0', '82_1']"
83_24,"['84_23', '84_3', '84_27']","['82_0', '82_1']"
83_25,"['84_30', '84_8', '84_13']","['82_0', '82_1']"
83_26,"['84_16', '84_1', '84_19']","['82_0', '82_1']"
83_27,"['84_13', '84_24', '84_15']","['82_0', '82_1']"
83_28,"['84_13', '84_15', '84_24']","['82_0', '82_1']"
84_0,"['85_0', '85_4', '85_5']","['83_2', '83_19', '83_18']"
84_1,"['85_6', '85_7', '85_5']","['83_0', '83_5', '83_12']"
84_2,"['85_3', '85_8', '85_11']","['83_3', '83_8', '83_13']"
84_3,"['85_7', '85_5', '85_6']","['83_0', '83_5', '83_24']"
84_4,"['85_16', '85_1', '85_0']","['83_1', '83_2', '83_19']"
84_5,"['85_12', '85_23', '85_15']","['83_6', '83_13', '83_14']"
84_6,"['85_25', '85_22', '85_11']","['83_4', '83_8', '83_12']"
84_7,"['85_15', '85_12', '85_25']","['83_22', '83_14', '83_17']"
84_8,"['85_21', '85_20', '85_19']","['83_8', '83_4', '83_25']"
84_9,"['85_26', '85_7', '85_5']","['83_11', '83_0', '83_14']"
84_10,"['85_17', '85_2', '85_0']","['83_9', '83_12', '83_7']"
84_11,"['85_11', '85_22', '85_12']","['83_23', '83_4', '83_6']"
84_12,"['85_23', '85_7', '85_26']","['83_14', '83_0', '83_11']"
84_13,"['85_10', '85_9', '85_21']","['83_27', '83_25', '83_8']"
84_14,"['85_24', '85_0', '85_18']","['83_15', '83_2', '83_5']"
84_15,"['85_7', '85_5', '85_6']","['83_10', '83_0', '83_5']"
84_16,"['85_27', '85_6', '85_13']","['83_26', '83_0', '83_12']"
84_17,"['85_22', '85_25', '85_11']","['83_12', '83_0', '83_4']"
84_18,"['85_0', '85_5', '85_26']","['83_19', '83_2', '83_11']"
84_19,"['85_13', '85_27', '85_6']","['83_12', '83_26', '83_4']"
84_20,"['85_15', '85_25', '85_12']","['83_17', '83_22', '83_6']"
84_21,"['85_21', '85_3', '85_14']","['83_16', '83_7', '83_8']"
84_22,"['85_17', '85_21', '85_8']","['83_7', '83_8', '83_9']"
84_23,"['85_18', '85_5', '85_23']","['83_24', '83_5', '83_0']"
84_24,"['85_19', '85_21', '85_25']","['83_8', '83_21', '83_17']"
84_25,"['85_28', '85_25', '85_22']","['83_12', '83_9', '83_0']"
84_26,"['85_19', '85_25', '85_12']","['83_21', '83_6', '83_12']"
84_27,"['85_18', '85_23', '85_5']","['83_24', '83_5', '83_14']"
84_28,"['85_29', '85_22', '85_6']","['83_4', '83_12', '83_0']"
84_29,"['85_18', '85_27', '85_0']","['83_18', '83_2', '83_24']"
84_30,"['85_10', '85_21', '85_20']","['83_25', '83_8', '83_13']"
85_0,"['86_0', '86_4', '86_6']","['84_0', '84_18', '84_4']"
85_1,"['86_1', '86_20', '86_23']","['84_4', '84_11', '84_0']"
85_2,"['86_3', '86_14', '86_0']","['84_10', '84_4', '84_0']"
85_3,"['86_5', '86_11', '86_9']","['84_2', '84_8', '84_22']"
85_4,"['86_4', '86_0', '86_6']","['84_0', '84_29', '84_4']"
85_5,"['86_6', '86_2', '86_0']","['84_3', '84_1', '84_23']"
85_6,"['86_2', '86_6', '86_17']","['84_1', '84_3', '84_16']"
85_7,"['86_2', '86_6', '86_22']","['84_3', '84_1', '84_9']"
85_8,"['86_8', '86_5', '86_11']","['84_2', '84_22', '84_8']"
85_9,"['86_15', '86_10', '86_6']","['84_13', '84_24', '84_15']"
85_10,"['86_10', '86_9', '86_15']","['84_13', '84_30', '84_8']"
85_11,"['86_23', '86_17', '86_20']","['84_11', '84_6', '84_17']"
85_12,"['86_16', '86_18', '86_12']","['84_5', '84_6', '84_12']"
85_13,"['86_17', '86_21', '86_6']","['84_19', '84_6', '84_17']"
85_14,"['86_11', '86_5', '86_25']","['84_8', '84_3', '84_2']"
85_15,"['86_12', '86_18', '86_21']","['84_7', '84_6', '84_20']"
85_16,"['86_0', '86_1', '86_14']","['84_4', '84_0', '84_10']"
85_17,"['86_14', '86_3', '86_0']","['84_10', '84_25', '84_22']"
85_18,"['86_22', '86_6', '86_18']","['84_23', '84_27', '84_29']"
85_19,"['86_24', '86_15', '86_9']","['84_24', '84_26', '84_6']"
85_20,"['86_13', '86_9', '86_10']","['84_8', '84_30', '84_24']"
85_21,"['86_9', '86_21', '86_13']","['84_8', '84_24', '84_6']"
85_22,"['86_17', '86_6', '86_2']","['84_17', '84_6', '84_11']"
85_23,"['86_18', '86_12', '86_6']","['84_12', '84_5', '84_3']"
85_24,"['86_20', '86_18', '86_6']","['84_14', '84_23', '84_27']"
85_25,"['86_21', '86_17', '86_9']","['84_6', '84_25', '84_17']"
85_26,"['86_2', '86_18', '86_6']","['84_9', '84_3', '84_12']"
85_27,"['86_2', '86_6', '86_17']","['84_16', '84_1', '84_19']"
85_28,"['86_26', '86_0', '86_2']","['84_25', '84_10', '84_16']"
85_29,"['86_19', '86_21', '86_0']","['84_28', '84_6', '84_25']"
86_0,"['87_1', '87_3', '87_0']","['85_0', '85_4', '85_5']"
86_1,"['87_2', '87_1', '87_3']","['85_1', '85_16', '85_11']"
86_2,"['87_0', '87_17', '87_19']","['85_7', '85_6', '85_5']"
86_3,"['87_3', '87_1', '87_14']","['85_2', '85_17', '85_0']"
86_4,"['87_1', '87_20', '87_3']","['85_4', '85_0', '85_5']"
86_5,"['87_5', '87_4', '87_11']","['85_3', '85_14', '85_8']"
86_6,"['87_0', '87_1', '87_17']","['85_5', '85_7', '85_6']"
86_7,"['87_6', '87_5', '87_11']","['85_3', '85_21', '85_14']"
86_8,"['87_7', '87_5', '87_4']","['85_8', '85_3', '85_14']"
86_9,"['87_10', '87_12', '87_8']","['85_21', '85_20', '85_25']"
86_10,"['87_16', '87_8', '87_10']","['85_10', '85_21', '85_9']"
86_11,"['87_11', '87_5', '87_4']","['85_14', '85_3', '85_8']"
86_12,"['87_12', '87_17', '87_0']","['85_15', '85_23', '85_12']"
86_13,"['87_10', '87_8', '87_12']","['85_20', '85_21', '85_10']"
86_14,"['87_3', '87_4', '87_1']","['85_17', '85_2', '85_0']"
86_15,"['87_8', '87_12', '87_10']","['85_19', '85_9', '85_21']"
86_16,"['87_14', '87_12', '87_1']","['85_12', '85_23', '85_25']"
86_17,"['87_13', '87_0', '87_19']","['85_22', '85_25', '85_11']"
86_18,"['87_17', '87_0', '87_1']","['85_23', '85_12', '85_18']"
86_19,"['87_0', '87_1', '87_13']","['85_29', '85_6', '85_22']"
86_20,"['87_1', '87_2', '87_17']","['85_24', '85_11', '85_18']"
86_21,"['87_10', '87_12', '87_18']","['85_25', '85_21', '85_22']"
86_22,"['87_0', '87_1', '87_17']","['85_18', '85_5', '85_7']"
86_23,"['87_1', '87_13', '87_5']","['85_11', '85_22', '85_0']"
86_24,"['87_18', '87_12', '87_14']","['85_19', '85_25', '85_12']"
86_25,"['87_5', '87_11', '87_1']","['85_14', '85_3', '85_5']"
86_26,"['87_1', '87_19', '87_0']","['85_28', '85_27', '85_17']"
87_0,"['88_0', '88_1']","['86_2', '86_6', '86_17']"
87_1,"['88_0', '88_1']","['86_0', '86_4', '86_6']"
87_2,"['88_0', '88_1']","['86_1', '86_20', '86_0']"
87_3,"['88_0', '88_1']","['86_3', '86_14', '86_0']"
87_4,"['88_0', '88_1']","['86_5', '86_14', '86_8']"
87_5,"['88_0', '88_1']","['86_5', '86_11', '86_8']"
87_6,"['88_0', '88_1']","['86_7', '86_5', '86_9']"
87_7,"['88_0', '88_1']","['86_8', '86_5', '86_11']"
87_8,"['88_0', '88_1']","['86_15', '86_9', '86_24']"
87_9,"['88_0', '88_1']","['86_14', '86_21', '86_0']"
87_10,"['88_0', '88_1']","['86_9', '86_21', '86_13']"
87_11,"['88_0', '88_1']","['86_11', '86_5', '86_25']"
87_12,"['88_0', '88_1']","['86_12', '86_9', '86_21']"
87_13,"['88_0', '88_1']","['86_17', '86_21', '86_23']"
87_14,"['88_0', '88_1']","['86_16', '86_24', '86_18']"
87_15,"['88_1', '88_0']","['86_9', '86_24', '86_15']"
87_16,"['88_0', '88_1']","['86_10', '86_9', '86_13']"
87_17,"['88_0', '88_1']","['86_18', '86_2', '86_6']"
87_18,"['88_0', '88_1']","['86_24', '86_21', '86_17']"
87_19,"['88_0', '88_1']","['86_17', '86_6', '86_2']"
87_20,"['88_0', '88_1']","['86_4', '86_6', '86_0']"
88_0,"['89_0', '89_1', '89_2']","['87_1', '87_0', '87_2']"
88_1,"['89_0', '89_2', '89_1']","['87_15', '87_10', '87_12']"
